,Equipment Number,Equipment Class,Equipment Category,Service Group,Department,Make,Model,Year,Site,Mileage2024 (km),HourMeter2024 (hours),DowntimeHours2024 (hours),LaborHours2024 (hours),PrimaryMetric,Age
121,B1007,"TRUCK, PICKUP, LIGHT, FOUR WHEEL DRIVE",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,FORD,F150,2000,MANITOBA YD. (250 W. 70TH),4827.0,,116.0513898,23.60582,mileage,25
122,B1008,"TRUCK, PICKUP, LIGHT",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,FORD,F150,2003,MANITOBA YD. (250 W. 70TH),13402.0,,165.1136097,21.00974,mileage,22
123,B1016,"TRUCK, DUMP, 4-7.5 YARD",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,FREIGHTLINER,FL80,2004,MANITOBA YD. (250 W. 70TH),10838.0,,77.06555569,51.04834,mileage,21
124,B1043,"TRUCK, SERVICE, WITH TOOLS, 3 TON",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,GRUMMAN,WP31442,2002,MANITOBA YD. (250 W. 70TH),4807.0,,132.8925008,22.40443,mileage,23
125,B1051,"TRUCK, SERVICE, 3 TON",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,DODGE,SPRINTER,2008,MANITOBA YD. (250 W. 70TH),25776.0,,327.5447216,58.07667,mileage,17
126,B1052,"TRUCK, SERVICE, WITH TOOLS, 3 TON",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,GRUMMAN,TP31442,2002,MANITOBA YD. (250 W. 70TH),4853.0,,365.5308299,61.66007,mileage,23
127,B1053,"TRUCK, SERVICE, WITH TOOLS, 3 TON",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,GRUMMAN,TP31442,2002,NATIONAL YD. (701 NATIONAL),5856.0,,325.6050014,41.32917,mileage,23
128,B1054,"TRUCK, SERVICE, WITH TOOLS, 3 TON",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,GRUMMAN,TP31442,2002,MANITOBA YD. (250 W. 70TH),5612.0,,278.0497199,33.71222,mileage,23
129,B1064,"TRUCK, DUMP, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,STERLING,LT7501,2003,MANITOBA YD. (250 W. 70TH),13215.0,,203.5377782,114.54973,mileage,22
130,B1065,"TRUCK, DUMP, 4-7.5 YARD",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,FREIGHTLINER,FL80,2004,MANITOBA YD. (250 W. 70TH),10432.0,,63.82083404,40.05642,mileage,21
131,B1102,"TRUCK, PICKUP, LIGHT",light duty,Engineering Services,ENGINEERING STREETS OPER.,FORD,F150,2011,NATIONAL YD. (701 NATIONAL),6567.0,,29.43861127,9.36583,mileage,14
132,B1113,"TRUCK, PICKUP, LIGHT",light duty,Engineering Services,ENGINEERING KENT CONSTRUCTION S & S,FORD,F150,2000,KENT YARD (900 E. KENT),2627.0,,231.8380544,10.86694,mileage,25
133,B1136,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2003,NATIONAL YD. (701 NATIONAL),5862.0,,265.6913914,21.61335,mileage,22
134,B1137,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2003,NATIONAL YD. (701 NATIONAL),4925.0,,251.5680518,83.23946,mileage,22
135,B1146,"TRUCK, PICKUP, COMPACT",light duty,Engineering Services,ENGINEERING STREETS OPER.,TOYOTA,TACOMA,2013,MANITOBA YD. (250 W. 70TH),4925.0,,36.96472263,8.15861,mileage,12
136,B1163,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F750,2000,NATIONAL YD. (701 NATIONAL),8538.0,,305.347224,46.7475,mileage,25
137,B1260,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2002,NATIONAL YD. (701 NATIONAL),4849.0,,172.3894445,40.8575,mileage,23
138,B1261,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F350,2000,NATIONAL YD. (701 NATIONAL),3368.0,,125.9872255,12.28083,mileage,25
139,B1262,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F350,2000,NATIONAL YD. (701 NATIONAL),7475.0,,51.83666694,26.16278,mileage,25
140,B1263,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F350,2000,NATIONAL YD. (701 NATIONAL),4257.0,,150.5288862,44.01142,mileage,25
141,B1264,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F350,2000,NATIONAL YD. (701 NATIONAL),5095.0,,40.61388928,28.16334,mileage,25
142,B1266,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F350,2002,NATIONAL YD. (701 NATIONAL),6177.0,,445.7986133,73.12253,mileage,23
143,B1273,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2002,NATIONAL YD. (701 NATIONAL),6252.0,,98.49583435,27.75334,mileage,23
144,B1288,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2002,NATIONAL YD. (701 NATIONAL),4431.0,,252.0097181,21.87944,mileage,23
145,B1289,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2002,NATIONAL YD. (701 NATIONAL),5370.0,,253.5894443,45.78306,mileage,23
146,B1290,"VAN, 1.5TON, CUBE BODY",light duty,Engineering Services,ENGINEERING STREETS OPER.,FORD,E450,2002,NATIONAL YD. (701 NATIONAL),6838.0,,81.96083311,26.83196,mileage,23
147,B1292,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2003,NATIONAL YD. (701 NATIONAL),3447.0,,115.7633344,41.33529,mileage,22
148,B1293,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F550,2004,NATIONAL YD. (701 NATIONAL),4501.0,,57.32944453,15.10445,mileage,21
149,B1295,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2004,NATIONAL YD. (701 NATIONAL),4968.0,,83.27055727,19.415,mileage,21
150,B1299,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2003,NATIONAL YD. (701 NATIONAL),4616.0,,18.04250002,15.90307,mileage,22
151,B1340,"TRUCK, CLASS 4, CREW CAB, DUMP BODY",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2013,VARIOUS ON SITE,3037.0,647.0,278.3527814,23.22498,mileage,12
152,B1615,"VAN, PANEL, LIGHT",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS COLLECTIONS,FORD,E150,2009,NATIONAL YD. (701 NATIONAL),7742.0,,47.08888951,10.49943,mileage,16
153,B1616,"VAN, PANEL, LIGHT",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS COLLECTIONS,FORD,E150,2006,NATIONAL YD. (701 NATIONAL),6584.0,,74.71472287,19.7464,mileage,19
154,B1619,"VAN, PANEL, LIGHT",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS COLLECTIONS,FORD,E150,2003,NATIONAL YD. (701 NATIONAL),8178.0,,147.5241683,56.61116,mileage,22
155,B1634,"VAN, PANEL, HEAVY",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS MAINTENANCE,FORD,E250,2006,NATIONAL YD. (701 NATIONAL),22576.0,,276.0419457,52.41359,mileage,19
156,B1670,"VAN, MINI, CARGO",light duty,Engineering Services,ENGINEERING STREETS ADMIN,FORD,FREESTAR,2007,CROSSROADS (507 W. BROADWAY),12689.0,,23.32694429,8.72445,mileage,18
157,B1714,"TRUCK, AERIAL, 34 FT BOOM",hvy trk,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FREIGHTLINER,MT45,2008,NATIONAL YD. (701 NATIONAL),3877.0,,201.2980548,79.31335,mileage,17
158,B1723,"TRUCK, AERIAL, 34 FT BOOM",hvy trk,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FREIGHTLINER,M2-106,2005,NATIONAL YD. (701 NATIONAL),6467.0,,181.2455551,45.44473,mileage,20
159,B1724,"TRUCK, AERIAL, 34 FT BOOM",hvy trk,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FREIGHTLINER,M2-106,2005,NATIONAL YD. (701 NATIONAL),5303.0,,196.1897229,46.25388,mileage,20
160,B1725,"TRUCK, AERIAL, 34 FT BOOM",hvy trk,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FREIGHTLINER,M2-106,2005,NATIONAL YD. (701 NATIONAL),5189.0,,174.2913879,39.8175,mileage,20
161,B1726,"TRUCK, AERIAL, 34 FT BOOM",hvy trk,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FREIGHTLINER,M2-106,2005,NATIONAL YD. (701 NATIONAL),2211.0,,73.55527829,16.15111,mileage,20
162,B1729,"TRUCK, AERIAL, 34 FT BOOM",hvy trk,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FREIGHTLINER,M2-106,2005,NATIONAL YD. (701 NATIONAL),4684.0,,295.6419441,46.64669,mileage,20
163,B1730,"TRUCK, AERIAL, 34 FT BOOM",hvy trk,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FREIGHTLINER,M2-106,2005,NATIONAL YD. (701 NATIONAL),5018.0,,549.2730553,142.66613,mileage,20
164,B1737,"VAN, AERIAL, 34 FT BOOM",light duty,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FORD,E350,2003,NATIONAL YD. (701 NATIONAL),3731.0,,159.7283328,36.59221,mileage,22
165,B1738,"VAN, AERIAL, 34 FT BOOM",light duty,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FORD,E350,2003,NATIONAL YD. (701 NATIONAL),4038.0,,165.4699997,55.77334,mileage,22
166,B1741,"VAN, PANEL, LIGHT",light duty,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FORD,E150,2002,NATIONAL YD. (701 NATIONAL),2240.0,,32.02249992,16.11861,mileage,23
167,B1744,"TRUCK, AERIAL, LINE",hvy trk,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,INTERNATIONAL,4600,1990,NATIONAL YD. (701 NATIONAL),300.0,,211.6225002,22.92915,mileage,35
168,B1748,"VAN, MINI, 7 PASSENGER",light duty,Engineering Services,ENGINEERING STREETS OPER.,FORD,WINDSTAR,2000,NATIONAL YD. (701 NATIONAL),3654.0,,130.9408336,51.24586,mileage,25
169,B1749,"TRUCK, FLATDECK, POLE CRANE, LIGHT",hvy trk,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FORD,F750,2001,NATIONAL YD. (701 NATIONAL),5009.0,,612.5019448,168.5679,mileage,24
170,B1752,"VAN, 1.5TON, CUBE BODY",light duty,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FORD,E450,2001,NATIONAL YD. (701 NATIONAL),6576.0,,57.29444456,19.73168,mileage,24
171,B1755,"VAN, PANEL, LIGHT",light duty,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FORD,E150,2002,NATIONAL YD. (701 NATIONAL),5331.0,,46.74750078,6.07305,mileage,23
172,B1756,"AUTO, PASSENGER, COMPACT WAGON",light duty,Engineering Services,ENGINEERING EQUIPMENT CAR SHARE,FORD,FOCUS,2005,400 BLOCK W. 10TH (CITY HALL),7986.0,,116.2719455,41.97445,mileage,20
173,B1795,"VAN, PANEL, COMPACT",light duty,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FORD,WINDSTAR,2002,NATIONAL YD. (701 NATIONAL),1014.0,,44.4758321,6.63749,mileage,23
174,B1909,"TRUCK, PICKUP, LIGHT",light duty,Engineering Services,ENGINEERING SEWERS & DRAINAGE DESIGN,FORD,F150,2003,CITY VEH. PRKG. E. WING (10TH),4107.0,,12.98638868,10.31945,mileage,22
175,B1910,"VAN, PANEL, HEAVY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E250,2004,VIP PARKING E. WING (YUKON),5511.0,,178.145,6.70306,mileage,21
176,B1911,"VAN, PANEL, LIGHT",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E150,2004,CITY VEH. PRKG. E. WING (10TH),4643.0,,54.80805528,19.0636,mileage,21
177,B1913,"VAN, PANEL, HEAVY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E250,2003,VIP PARKING E. WING (YUKON),5299.0,,64.57277799,17.45527,mileage,22
178,B1914,"VAN, PANEL, HEAVY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E250,2003,EVANS YARD (955 EVANS AVE.),2688.0,,25.6280551,5.60279,mileage,22
179,B1919,"VAN, PANEL, HEAVY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E250,2000,CAMBIE ST.STATION(2120 CAMBIE),2608.0,,92.58416569,19.57693,mileage,25
180,B1927,"VAN, PANEL, LIGHT",light duty,City Manager's Office,CIVIC THEATRES,FORD,E150,2004,QUEEN ELIZABETH THEATRE,2713.0,,60.55388832,8.06724,mileage,21
181,B1929,"VAN, MINI, 7 PASSENGER",light duty,Engineering Services,ENGINEERING EQUIPMENT CAR SHARE,FORD,WINDSTAR,2002,RICHARDS (814 RICHARDS),5048.0,,41.00777721,17.80027,mileage,23
182,B1931,"TRUCK, CLASS 4, CREW CAB, DUMP BODY",hvy trk,Engineering Services,ENGINEERING EQS LOANER POOL,FORD,F450,2013,MANITOBA YD. (250 W. 70TH),3368.0,263.0,39.86777639,13.68223,mileage,12
183,B1932,"TRUCK, CLASS 4, CREW CAB, DUMP BODY",hvy trk,Engineering Services,ENGINEERING EQS LOANER POOL,FORD,F450,2013,MANITOBA YD. (250 W. 70TH),3116.0,137.0,17.24388897,5.22139,mileage,12
184,B1967,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING EQS LOANER POOL,FORD,F750,2000,MANITOBA YD. (250 W. 70TH),5348.0,,171.1911128,47.78143,mileage,25
185,B1968,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING EQS LOANER POOL,FORD,F750,2000,NATIONAL YD. (701 NATIONAL),4395.0,,65.17861044,29.08779,mileage,25
186,B1973,"VAN, MINI, 7 PASSENGER",light duty,Engineering Services,ENGINEERING EQS LOANER POOL,FORD,WINDSTAR,2002,NATIONAL YD. (701 NATIONAL),8709.0,,49.9547224,15.41168,mileage,23
187,B1995,"VAN, PANEL, LIGHT",light duty,Engineering Services,ENGINEERING SEWERS & DRAINAGE DESIGN,FORD,E150,2000,CITY VEH. PRKG. E. WING (10TH),5883.0,,15.53805542,8.83806,mileage,25
188,B5339,"VAN, MINI, CARGO",light duty,Community Services Group,VANCOUVER ANIMAL CONTROL,FORD,TRANSIT CONNECT,2010,POUND (1280 RAYMUR),11143.0,,103.9974991,28.67584,mileage,15
189,B5374,"VAN, PANEL, COMPACT",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,TRANSIT CONNECT,2012,EVANS YARD (955 EVANS AVE.),8108.0,,12.44527769,2.98139,mileage,13
190,B5385,"TRUCK, FLATDECK, LIGHT",hvy trk,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,HINO,<UNDER STUDY>,2011,EVANS YARD (955 EVANS AVE.),8643.0,,14.26305532,5.23056,mileage,14
191,B5406,"TRUCK, PICKUP, COMPACT",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,RANGER,2011,EVANS YARD (955 EVANS AVE.),40661.0,,59.92416668,27.93529,mileage,14
192,B5456,"TRUCK, PICKUP, COMPACT",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,RANGER,2011,EVANS YARD (955 EVANS AVE.),13409.0,,48.96305424,6.67167,mileage,14
193,B5463,"VAN, PANEL, HEAVY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E350,2010,EVANS YARD (955 EVANS AVE.),2359.0,,4.715833664,2.02611,mileage,15
194,B5502,"TRUCK, PICKUP, LIGHT",light duty,Parks & Recreation,PARK BOARD STANLEY DISTRICT,GMC,<UNDER STUDY>,2011,SUNSET NURSERY (290 E. 51ST),12497.0,,5.303611279,2.11833,mileage,14
195,B7521,"TRUCK, PICKUP, COMPACT",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,TOYOTA,TACOMA,2013,EVANS YARD (955 EVANS AVE.),10877.0,,6.874722004,3.09555,mileage,12
196,B7522,"TRUCK, PICKUP, COMPACT",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,RANGER,2011,EVANS YARD (955 EVANS AVE.),9934.0,,14.84722245,6.71945,mileage,14
197,B7525,"AUTO, PASSENGER, SUB-COMPACT, ELEC",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,MITSUBISHI,I MIEV,2012,EVANS YARD (955 EVANS AVE.),9986.0,,25.16944402,0.57944,mileage,13
198,B7528,"AUTO, PASSENGER, SUB-COMPACT, ELEC",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,MITSUBISHI,I MIEV,2013,EVANS YARD (955 EVANS AVE.),6793.0,,34.06833363,0.305,mileage,12
199,B7532,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F250,2012,EVANS YARD (955 EVANS AVE.),7362.0,230.0,142.5499986,8.92861,mileage,13
200,B7551,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F250,2003,EVANS YARD (955 EVANS AVE.),11274.0,,218.968056,22.19666,mileage,22
201,B7552,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F250,2003,EVANS YARD (955 EVANS AVE.),10063.0,,35.98888886,15.40527,mileage,22
202,B7553,"TRUCK, PICKUP, HEAVY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,F250,2003,EVANS YARD (955 EVANS AVE.),13702.0,,140.7347248,26.56862,mileage,22
203,B7554,"TRUCK, PICKUP, LIGHT",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F150,2003,EVANS YARD (955 EVANS AVE.),8754.0,,81.40500093,7.32918,mileage,22
204,B7570,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F250,2012,EVANS YARD (955 EVANS AVE.),8944.0,580.0,312.1880512,16.00831,mileage,13
205,B7619,"VAN, PANEL, LIGHT",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,E150,2004,VANCITY BUILDING (515 W. 10th),2545.0,,66.08972263,11.15444,mileage,21
206,B7623,"VAN, PANEL, HEAVY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E250,2003,EVANS YARD (955 EVANS AVE.),3743.0,,182.4588895,26.51613,mileage,22
207,B7624,"VAN, PANEL, HEAVY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E250,2003,EVANS YARD (955 EVANS AVE.),2787.0,,29.66638899,14.62223,mileage,22
208,B7626,"VAN, PANEL, HEAVY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E250,2003,EVANS YARD (955 EVANS AVE.),5220.0,,83.14722109,16.77166,mileage,22
209,B7635,"VAN, PANEL, HEAVY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E350,2002,EVANS YARD (955 EVANS AVE.),9974.0,,41.59694386,13.69053,mileage,23
210,B7639,"TRUCK, SERVICE, 1.5 TON",hvy trk,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,GENERAL MOTORS,GRUMMAN,2002,EVANS YARD (955 EVANS AVE.),18435.0,,281.5933354,39.71833,mileage,23
211,B7642,"VAN, 1TON, CUBE BODY",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,E350,2000,EVANS YARD (955 EVANS AVE.),4822.0,,52.52138948,11.62807,mileage,25
212,B7643,"TRUCK, AERIAL, 34 FT BOOM",hvy trk,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,F450,2002,EVANS YARD (955 EVANS AVE.),3653.0,,44.9677785,4.27416,mileage,23
213,B7650,"TRUCK, DUMP, 1 YARD",hvy trk,Parks & Recreation,PARK BOARD STANLEY DISTRICT,FORD,F450,2002,STANLEY PARK SERVICE YD.,13675.0,,104.9638897,44.01667,mileage,23
214,C0120,"AUTO, PASSENGER, COMPACT",light duty,Engineering Services,ENGINEERING SOLID WASTE MNGMNT,FORD,FOCUS,2002,CROSSROADS (507 W. BROADWAY),4967.0,,48.37833405,13.63918,mileage,23
215,C0127,"AUTO, PASSENGER, MICRO COMPACT",light duty,Engineering Services,ENGINEERING WATERWORKS DESIGN,SMART,FORTWO COUPE,2005,CROSSROADS (507 W. BROADWAY),1802.0,,25.15888834,4.75555,mileage,20
216,C0145,"AUTO, PASSENGER, COMPACT",light duty,Engineering Services,ENGINEERING PROJECTS,FORD,FOCUS,2002,CROSSROADS (507 W. BROADWAY),4547.0,,62.82472277,14.75915,mileage,23
217,C0146,"TRUCK, PICKUP, COMPACT",light duty,Engineering Services,ENGINEERING KENT CONSTRUCTION S & S,FORD,RANGER,2006,KENT YARD (900 E. KENT),8308.0,,135.3199986,15.34055,mileage,19
218,C0151,"AUTO, PASSENGER, COMPACT, HYBRID ELEC",light duty,Engineering Services,ENGINEERING EQUIPMENT CAR SHARE,TOYOTA,PRIUS,2003,400 BLOCK W. 10TH (CITY HALL),15504.0,,110.7908335,28.1889,mileage,22
219,C0175,"AUTO, PASSENGER, COMPACT",light duty,Engineering Services,ENGINEERING SEWERS & DRAINAGE DESIGN,FORD,FOCUS,2003,CROSSROADS (507 W. BROADWAY),3519.0,,205.2291663,24.52527,mileage,22
220,C0185,"AUTO, PASSENGER, COMPACT WAGON",light duty,Engineering Services,ENGINEERING STREETS STRUCTURES,FORD,FOCUS,2004,CROSSROADS (507 W. BROADWAY),685.0,,124.9338913,8.75221,mileage,21
221,C0205,"AUTO, PASSENGER, SUB-COMPACT, ELEC",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,MITSUBISHI,I MIEV,2012,MANITOBA YD. (250 W. 70TH),0.0,,20.16250026,0.41917,mileage,13
222,C0207,"AUTO, PASSENGER, SUB-COMPACT",light duty,Engineering Services,ENGINEERING EQS LOANER POOL,FORD,FIESTA,2012,NATIONAL YD. (701 NATIONAL),5810.0,,33.85361117,6.55833,mileage,13
223,C0224,"AUTO, PASSENGER, COMPACT WAGON",light duty,Human Resource Services,HR EMERGENCY MANAGEMENT,FORD,FOCUS,2004,E-COMM (3301 E PENDER),3474.0,,26.1047219,11.63529,mileage,21
224,C0248,"AUTO, PASSENGER, COMPACT",light duty,Engineering Services,ENGINEERING PROJECTS,FORD,FOCUS,2003,CAMBIE ST PARKADE,2274.0,,42.21277714,9.94724,mileage,22
225,C0251,"AUTO, PASSENGER, COMPACT",light duty,Engineering Services,ENGINEERING WATERWORKS DESIGN,FORD,FOCUS,2003,VANCITY BUILDING (515 W. 10th),1862.0,,20.8297224,4.06056,mileage,22
226,C0253,"AUTO, PASSENGER, COMPACT",light duty,Engineering Services,ENGINEERING ELECTRICAL DESIGN,FORD,FOCUS,2003,NATIONAL YD. (701 NATIONAL),21612.0,,85.45944476,17.17334,mileage,22
227,C0260,"AUTO, PASSENGER, COMPACT",light duty,Engineering Services,ENGINEERING EQS LOANER POOL,FORD,FOCUS,2005,MANITOBA YD. (250 W. 70TH),2982.0,,184.8175006,31.0425,mileage,20
228,C0266,"AUTO, PASSENGER, COMPACT WAGON",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,FORD,FOCUS,2004,PARKING ENFORCE.(1125 HOWE ST),12529.0,,362.3858306,12.68418,mileage,21
229,C0268,"AUTO, PASSENGER, COMPACT WAGON",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,FORD,FOCUS,2004,PARKING ENFORCE.(1125 HOWE ST),9887.0,,400.5863875,40.66636,mileage,21
230,C0270,"AUTO, PASSENGER, SUB-COMPACT, HYBRID ELEC",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,TOYOTA,PRIUS C,2013,PARKING ENFORCE.(1125 HOWE ST),12093.0,,19.77916694,5.13805,mileage,12
231,C0271,"AUTO, PASSENGER, SUB-COMPACT, HYBRID ELEC",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,TOYOTA,PRIUS C,2013,PARKING ENFORCE.(1125 HOWE ST),16329.0,,292.8922234,15.67835,mileage,12
232,C0272,"AUTO, PASSENGER, SUB-COMPACT, HYBRID ELEC",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,TOYOTA,PRIUS C,2013,PARKING ENFORCE.(1125 HOWE ST),15920.0,,620.6127785,28.44747,mileage,12
233,C0277,"AUTO, PASSENGER, COMPACT",light duty,Engineering Services,ENGINEERING SEWERS & DRAINAGE DESIGN,FORD,FOCUS,2005,CROSSROADS (507 W. BROADWAY),25030.0,,71.11444545,12.15862,mileage,20
234,C0279,"AUTO, PASSENGER, COMPACT WAGON",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,FORD,FOCUS,2002,PARKING ENFORCE.(1125 HOWE ST),2823.0,,24.36749983,10.26557,mileage,23
235,C0283,"AUTO, PASSENGER, COMPACT WAGON",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,FORD,FOCUS,2004,PARKING ENFORCE.(1125 HOWE ST),13239.0,,165.2199988,18.49444,mileage,21
236,C0441,"AUTO, PASSENGER, EXECUTIVE",light duty,City Manager's Office,CITY MANAGERS OFFICE,VOLKSWAGEN,GOLF WAGON TDI,2013,CITY VEH. PRKG. E. WING (10TH),25945.0,,201.3219442,26.20585,mileage,12
237,C0455,"AUTO, PASSENGER, COMPACT",light duty,Engineering Services,ENGINEERING STREETS OPER.,FORD,FOCUS,2002,NATIONAL YD. (701 NATIONAL),8126.0,,49.82305408,11.78501,mileage,23
238,C0472,"VAN, PANEL, LIGHT",light duty,Vancouver Public Library,LIBRARY,FORD,E150,2009,VPL CENTRAL (350 W GEORGIA),10441.0,,2.160277843,0.99944,mileage,16
239,C0476,"TRUCK, VAN, POWER TAILGATE, SINGLE AXLE",hvy trk,Vancouver Public Library,LIBRARY,STERLING,SC7000,2003,VPL CENTRAL (350 W GEORGIA),20079.0,,53.71749976,46.22834,mileage,22
240,C0478,"VAN, 1TON, CUBE BODY",light duty,Vancouver Public Library,LIBRARY,FORD,E450,2002,VPL CENTRAL (350 W GEORGIA),13577.0,,190.5230554,48.15587,mileage,23
241,C0479,"VAN, PANEL, LIGHT",light duty,Vancouver Public Library,LIBRARY,FORD,E150,2013,VPL CENTRAL (350 W GEORGIA),14808.0,,28.40277778,6.31111,mileage,12
