Equipment Number ,Equipment Class,Equipment Category,Service Group,Department,Make,Model,Year,Site,Mileage2024 (km),HourMeter2024 (hours),DowntimeHours2024 (hours),LaborHours2024 (hours)
A5548,"TRUCK, PICKUP, LIGHT, FOUR WHEEL DRIVE",light duty,Engineering Services,ENGINEERING STREETS OPER.,FORD,F150,2008,MANITOBA YD. (250 W. 70TH),6427,NULL,35.4425,5.71167
A5549,"TRUCK, PICKUP, LIGHT, FOUR WHEEL DRIVE",light duty,Engineering Services,ENGINEERING STREETS OPER.,FORD,F150,2010,NATIONAL YD. (701 NATIONAL),4795,NULL,37.17722243,15.73889
A5550,"TRUCK, PICKUP, LIGHT, FOUR WHEEL DRIVE",light duty,Engineering Services,ENGINEERING STREETS OPER.,FORD,F150,2010,MANITOBA YD. (250 W. 70TH),6730,NULL,50.62527749,15.65249
A5551,"TRUCK, PICKUP, LIGHT, FOUR WHEEL DRIVE",light duty,Engineering Services,ENGINEERING STREETS OPER.,FORD,F150,2010,NATIONAL YD. (701 NATIONAL),11504,NULL,132.7355556,3.15835
A5560,"GENERATOR, STATIONARY, EMERGENCY, 260 KW",hvy equip,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,KOHLER,275REOZV,2009,NATIONAL YD. (701 NATIONAL),NULL,0,N/A,N/A
A5597,"VAN, HANDICAP, 10+ PASSENGER",light duty,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,FORD,E350,2000,HASTINGS CC (3096 E. HASTINGS),4752,NULL,74.10527706,30.6425
A5602,"TRUCK, RECYCLING, RIGHT PICKUP",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,FREIGHTLINER,CONDOR,2007,MANITOBA YD. (250 W. 70TH),14831,NULL,456.3080553,127.86774
A5622,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,F350,2013,EVANS YARD (955 EVANS AVE.),3182,NULL,N/A,N/A
A5623,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,GMC,2500,2013,JERICHO WRKS YD(N.FT.DISCOVRY),7966,NULL,8.406111002,1.27277
A5624,"TRUCK, PICKUP, HEAVY, FOUR WHEEL DRIVE",light duty,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,GMC,3500,2011,SUNSET NURSERY (290 E. 51ST),6233,NULL,65.72750008,13.25833
A5626,"VAN, PANEL, LIGHT",light duty,Parks & Recreation,PARK BOARD STANLEY DISTRICT,FORD,TRANSIT CONNECT,2011,STANLEY PARK SERVICE YD.,12481,NULL,17.01861129,14.10304
A5628,"TRUCK, AERIAL, 50 FT PLUS BOOM",hvy trk,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,INTERNATIONAL,4400,2013,EVANS YARD (955 EVANS AVE.),5678,NULL,140.7580564,34.18555
A5629,"TRUCK, PICKUP, LIGHT",light duty,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,GMC,<UNDER STUDY>,2013,EVANS YARD (955 EVANS AVE.),9471,NULL,N/A,N/A
A5630,"TRUCK, PICKUP, LIGHT",light duty,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,GMC,SILVERADO,2013,SUNSET NURSERY (290 E. 51ST),14847,NULL,10.81638885,2.28721
A5632,"VAN, PANEL, COMPACT",light duty,Engineering Services,ENGINEERING WATERWORKS DESIGN,FORD,TRANSIT CONNECT,2012,MANITOBA YD. (250 W. 70TH),12599,NULL,13.10722229,7.06972
A5634,"AUTO, PASSENGER, COMPACT WAGON",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,FOCUS,2013,EVANS YARD (955 EVANS AVE.),15822,NULL,1.455555558,1.19528
A5640,"TRUCK, PICKUP, LIGHT, FOUR WHEEL DRIVE",light duty,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,FORD,F150,2013,DELTA LANDFILL,6830,NULL,17.28472252,9.57721
A5643,"TRUCK, AERIAL, 50 FT PLUS BOOM",hvy trk,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,FREIGHTLINER,M2-106,2014,EVANS YARD (955 EVANS AVE.),NULL,NULL,57.06194501,29.41197
A5644,"TRUCK, SEWER CLEANER, HYDRAULIC & EDUCTOR",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,FREIGHTLINER,114SD,2012,MANITOBA YD. (250 W. 70TH),NULL,NULL,322.4252835,36.21802
A5645,"VAN, MINI, 7 PASSENGER",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,DODGE,CARAVAN,2013,EVANS YARD (955 EVANS AVE.),NULL,NULL,76.4972229,15.44166
A5648,"VAN, PANEL, COMPACT",light duty,Engineering Services,ENGINEERING SEWERS OPER.,FORD,TRANSIT CONNECT,2014,MANITOBA YD. (250 W. 70TH),NULL,NULL,13.30111116,10.2386
A5649,"VAN, PANEL, COMPACT",light duty,Engineering Services,ENGINEERING SEWERS OPER.,FORD,TRANSIT CONNECT,2014,MANITOBA YD. (250 W. 70TH),NULL,NULL,146.7144448,47.77471
A5653,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,FORD,F250,2014,EVANS YARD (955 EVANS AVE.),NULL,NULL,N/A,N/A
A5654,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD STANLEY DISTRICT,GMC,3500,2014,EVANS YARD (955 EVANS AVE.),NULL,NULL,5.573333263,0.88222
A5655,"TRUCK, PICKUP, HEAVY, FOUR WHEEL DRIVE",light duty,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,FORD,F350,2011,SUNSET NURSERY (290 E. 51ST),NULL,NULL,N/A,N/A
A5656,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,GMC,2500,2012,JERICHO WRKS YD(N.FT.DISCOVRY),NULL,NULL,N/A,N/A
A5657,"TRUCK, SUV, COMPACT",light duty,Community Services Group,VANCOUVER ANIMAL CONTROL,FORD,ESCAPE,2014,POUND (1280 RAYMUR),NULL,NULL,N/A,N/A
A5658,"TRUCK, PICKUP, LIGHT",light duty,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,GMC,SILVERADO,2014,EVANS YARD (955 EVANS AVE.),NULL,NULL,N/A,N/A
A5659,"CONSTRUCTION, LOADER, 4-6 YARD, RUBBER",hvy equip,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,CATERPILLAR,924K,2013,SOUTH SIDE TRANSFER STATION,NULL,NULL,113.8333335,33.80698
A5660,"CONSTRUCTION, BULLDOZER, 190 HP",hvy equip,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,KOMATSU,D65PX-17,2013,DELTA LANDFILL,NULL,NULL,N/A,N/A
A5661,"CONSTRUCTION, BULLDOZER, 300 HP",hvy equip,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,KOMATSU,D155AX-7,2013,DELTA LANDFILL,NULL,NULL,111.1155529,85.40695
a5663,"TRUCK, FLATDECK, CRANE, LIGHT",hvy trk,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,INTERNATIONAL,4300,2014,NATIONAL YD. (701 NATIONAL),NULL,NULL,23.11111116,15.71027
a5664,"SWEEPER, MECHANICAL, VACUUM ASSIST, RIDE-ON, DIESEL",hvy equip,Engineering Services,ENGINEERING SANITATION OPER.,RAVO,9900,2014,MANITOBA YD. (250 W. 70TH),NULL,NULL,722.8736135,11.57139
A6721,"GENERATOR, STATIONARY, EMERGENCY, 10 KW",hvy equip,Engineering Services,ENGINEERING SEWERS OPER.,MITSUBISHI,S12N-PTK,1983,VARIOUS ON SITE,NULL,23,N/A,N/A
A6728,"GENERATOR, STATIONARY, EMERGENCY, 10 KW",hvy equip,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,ONAN,500.0DFFB/,1993,DELTA LANDFILL,NULL,53,550.6624957,13.08
A6739,"GENERATOR, STATIONARY, EMERGENCY, 800 KW",hvy equip,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,KOHLER,800REOZM,2010,DELTA LANDFILL,NULL,50,0.496111097,0.29083
A6740,"GENERATOR, STATIONARY, EMERGENCY, 260 KW",hvy equip,Engineering Services,ENGINEERING SEWERS OPER.,JOHN DEERE,6068HF485,2012,VARIOUS ON SITE,NULL,NULL,N/A,N/A
A7524,"AUTO, PASSENGER, COMPACT WAGON",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,FOCUS,2003,SUNSET NURSERY (290 E. 51ST),3060,NULL,252.5425014,12.61333
A7529,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,F250,2003,SUNSET NURSERY (290 E. 51ST),5997,NULL,285.4708294,30.31249
A7530,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F250,2003,EVANS YARD (955 EVANS AVE.),10910,NULL,142.638334,21.79416
A7533,"TRUCK, PICKUP, HEAVY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,F250,2003,EVANS YARD (955 EVANS AVE.),9596,NULL,360.9555483,8.30806
A7538,"TRUCK, PICKUP, COMPACT",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,RANGER,2005,STANLEY PARK SERVICE YD.,12029,NULL,27.22888899,4.79222
A7539,"TRUCK, PICKUP, COMPACT",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,RANGER,2005,EVANS YARD (955 EVANS AVE.),5520,NULL,67.30722219,13.70612
A7540,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD STANLEY DISTRICT,FORD,F250,2000,STANLEY PARK SERVICE YD - DOWNTOWN,6592,NULL,18.75638902,15.90499
A7541,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD STANLEY DISTRICT,FORD,F250,2003,STANLEY PARK SERVICE YD - DOWNTOWN,4852,NULL,131.8094416,15.08113
A7558,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,F250,2006,JERICHO WRKS YD(N.FT.DISCOVRY),4445,NULL,13.26666665,12.78027
A7568,"VAN, PANEL, COMPACT",light duty,Parks & Recreation,PARK BOARD STANLEY DISTRICT,GENERAL MOTORS,ASTRO,2005,STANLEY PARK SERVICE YD.,25376,NULL,253.3408344,39.35055
A7577,"TRUCK, AERIAL, 50 FT PLUS BOOM",hvy trk,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,FREIGHTLINER,M2-106,2007,EVANS YARD (955 EVANS AVE.),8127,NULL,223.4736124,112.2336
A7582,"TRUCK, PICKUP, COMPACT",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,RANGER,2005,SUNSET NURSERY (290 E. 51ST),16014,NULL,51.36111164,21.75919
A7583,"TRUCK, PICKUP, LIGHT",light duty,Parks & Recreation,PARK BOARD STANLEY DISTRICT,FORD,F150,2005,STANLEY PARK SERVICE YD.,7128,NULL,165.6088918,23.4347
A7584,"TRUCK, PICKUP, LIGHT",light duty,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,FORD,F150,2005,STANLEY PARK SERVICE YD.,6180,NULL,53.70111084,11.02528
A7585,"AUTO, PASSENGER, MICRO COMPACT",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,SMART,FORTWO COUPE,2005,STANLEY PARK ADMIN(2099 BEACH),3970,NULL,15.45472229,7.06862
A7620,"VAN, PANEL, LIGHT",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E250,2003,EVANS YARD (955 EVANS AVE.),5888,NULL,25.07305634,1.00028
A7629,"VAN, PANEL, LIGHT",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E250,2003,EVANS YARD (955 EVANS AVE.),4422,NULL,25.24888873,1.9189
A7630,"VAN, PANEL, LIGHT",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E250,2003,EVANS YARD (955 EVANS AVE.),7570,NULL,50.47583348,7.65668
A7646,"VAN, PANEL, LIGHT",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E250,2003,EVANS YARD (955 EVANS AVE.),3028,NULL,66.73000032,5.3139
A7647,"VAN, PANEL, LIGHT",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E250,2003,EVANS YARD (955 EVANS AVE.),4295,NULL,155.6419411,48.24028
A7648,"VAN, PANEL, LIGHT",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E250,2003,EVANS YARD (955 EVANS AVE.),10313,NULL,127.0805552,18.44804
A7649,"VAN, PANEL, LIGHT",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E250,2003,EVANS YARD (955 EVANS AVE.),7444,NULL,204.3302866,16.94862
A7651,"VAN, PANEL, LIGHT",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E250,2003,EVANS YARD (955 EVANS AVE.),11739,NULL,64.70888877,21.70666
A7674,"TRUCK, AERIAL, 50 FT PLUS BOOM",hvy trk,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,STERLING,ACTERRA,2001,EVANS YARD (955 EVANS AVE.),6892,NULL,172.0263888,85.98947
A7788,"PAVING, ROLLER, 5-8 TON",hvy equip,Parks & Recreation,PARK BOARD STANLEY DISTRICT,FORD,9N,1940,STANLEY PARK SERVICE YD.,NULL,NULL,N/A,N/A
A7999,"GENERATOR, TRAILER, EMERGENCY, DIESEL, 125-150 KW",hvy equip,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,G&M TRAILERS,FG12,2007,STANLEY PARK SERVICE YD.,NULL,0,N/A,N/A
A8480,"AUTO, PASSENGER, MID-SIZE",light duty,Engineering Services,ENGINEERING SMALL EQUIP. POOL,FORD,TAURUS SE,2003,MANITOBA YD. (250 W. 70TH),3525,NULL,99.09167147,6.53611
A8484,"AUTO, PASSENGER, MID-SIZE",light duty,Engineering Services,ENGINEERING EQS LOANER POOL,FORD,TAURUS SE,2004,MANITOBA YD. (250 W. 70TH),6597,NULL,303.3752746,14.08805
B0009,"VAN, MINI, 7 PASSENGER",light duty,Engineering Services,CITY CARPOOL PROGRAM,DODGE,GRAND CARAVAN,2014,CITY VEH. PRKG. E. WING (10TH),10658,NULL,N/A,N/A
B0010,"VAN, MINI, 7 PASSENGER",light duty,Engineering Services,CITY CARPOOL PROGRAM,DODGE,GRAND CARAVAN,2014,MANITOBA YD. (250 W. 70TH),14536,NULL,417.7058345,5.91389
B0011,"VAN, MINI, 7 PASSENGER",light duty,Engineering Services,ENGINEERING EQS LOANER POOL,DODGE,GRAND CARAVAN,2014,NATIONAL YD. (701 NATIONAL),6341,NULL,N/A,N/A
B0138,"AUTO, PASSENGER, MICRO COMPACT",light duty,Engineering Services,ENGINEERING ELECTRICAL DESIGN,SMART,FORTWO COUPE,2005,NATIONAL YD. (701 NATIONAL),3071,NULL,431.5847301,19.79304
B0140,"AUTO, PASSENGER, SUB-COMPACT, ELEC",light duty,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,MITSUBISHI,I MIEV,2013,NATIONAL YD. (701 NATIONAL),1214,NULL,3.531666756,0.29139
B0141,"AUTO, PASSENGER, MID-SIZE",light duty,Engineering Services,ENGINEERING EQS LOANER POOL,FORD,FUSION,2006,NATIONAL YD. (701 NATIONAL),5398,NULL,60.87638831,9.01139
B0142,"AUTO, PASSENGER, MICRO COMPACT",light duty,Engineering Services,ENGINEERING ELECTRICAL DESIGN,MERCEDES,SMARTC,2008,NATIONAL YD. (701 NATIONAL),1953,NULL,6.878888845,2.49389
B0147,"AUTO, PASSENGER, SUB-COMPACT, ELEC",light duty,Engineering Services,ENGINEERING SEWERS OPER.,MITSUBISHI,I MIEV,2013,MANITOBA YD. (250 W. 70TH),0,NULL,1.249722242,0.31583
B0150,"AUTO, PASSENGER, COMPACT WAGON",light duty,Engineering Services,ENGINEERING TRAFFIC MANAGEMENT,FORD,FOCUS,2004,CROSSROADS (507 W. BROADWAY),5075,NULL,11.22361088,6.70251
B0163,"AUTO, PASSENGER, SUB-COMPACT, ELEC",light duty,Engineering Services,ENGINEERING SANITATION OPER.,MITSUBISHI,I MIEV,2013,MANITOBA YD. (250 W. 70TH),5,NULL,386.8111095,8.61334
B0171,"AUTO, PASSENGER, MICRO COMPACT",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,MERCEDES,SMARTC,2008,PARKING ENFORCE.(1125 HOWE ST),10509,NULL,334.2855545,18.7236
B0180,"AUTO, PASSENGER, COMPACT",light duty,Engineering Services,ENGINEERING FILM/SPECIAL EVENTS,FORD,FOCUS,2009,SPECIAL EVENTS OFFICE (126 KEEFER ST),2796,NULL,N/A,N/A
B0194,"AUTO, PASSENGER, MICRO COMPACT",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,MERCEDES,SMARTC,2008,PARKING ENFORCE.(1125 HOWE ST),2312,NULL,24.48750043,8.23527
B0203,"AUTO, PASSENGER, COMPACT",light duty,Engineering Services,ENGINEERING TRAFFIC MANAGEMENT,FORD,FOCUS,2002,CROSSROADS (507 W. BROADWAY),2899,NULL,31.07444435,6.5
B0204,"AUTO, PASSENGER, COMPACT",light duty,Engineering Services,ENGINEERING SANITATION OPER.,FORD,FOCUS,2003,MANITOBA YD. (250 W. 70TH),7531,NULL,24.81361163,10.68277
B0210,"AUTO, PASSENGER, SUB-COMPACT, ELEC",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,MITSUBISHI,I MIEV,2012,MANITOBA YD. (250 W. 70TH),19,NULL,58.7430563,5.05445
B0220,"AUTO, PASSENGER, COMPACT",light duty,Engineering Services,ENGINEERING EQS LOANER POOL,FORD,FOCUS,2002,NATIONAL YD. (701 NATIONAL),3748,NULL,28.1297226,4.20583
B0233,"AUTO, PASSENGER, SUB-COMPACT, ELEC",light duty,Engineering Services,ENGINEERING EQUIPMENT CAR SHARE,MITSUBISHI,I MIEV,2013,400 BLOCK W. 10TH (CITY HALL),10534,NULL,45.96083242,4.97111
B0262,"AUTO, PASSENGER, SUB-COMPACT, ELEC",light duty,Engineering Services,ENGINEERING SANITATION OPER.,MITSUBISHI,I MIEV,2012,MANITOBA YD. (250 W. 70TH),0,NULL,N/A,N/A
B0263,"AUTO, PASSENGER, COMPACT",light duty,Engineering Services,ENGINEERING SOLID WASTE MNGMNT,FORD,FOCUS,2002,CROSSROADS (507 W. BROADWAY),11394,NULL,66.03388861,8.40834
B0275,"AUTO, PASSENGER, COMPACT, HYBRID ELEC",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,TOYOTA,PRIUS,2003,NATIONAL YD. (701 NATIONAL),1436,NULL,24.45999908,1.95417
B0402,"AUTO, PASSENGER, COMPACT",light duty,Community Services Group,LICENSES AND INSPECTIONS CITY HALL,FORD,FOCUS,2003,CAMBIE ST PARKADE,2141,NULL,32.56388885,4.36361
B0404,"VAN, PANEL, HEAVY",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS COLLECTIONS,FORD,E150,2007,NATIONAL YD. (701 NATIONAL),8757,NULL,72.07277751,20.81808
B0405,"AUTO, PASSENGER, MICRO COMPACT",light duty,Engineering Services,ENGINEERING STREETS OPER.,SMART,FORTWO COUPE,2005,MANITOBA YD. (250 W. 70TH),8531,NULL,40.74249983,11.98917
B0448,"AUTO, PASSENGER, COMPACT",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,FORD,FOCUS,2006,PARKING ENFORCE.(1125 HOWE ST),1373,NULL,66.06305504,10.66027
B0469,"VAN, PASSENGER, 10+ PASSENGER",light duty,Community Services Group,COMMUNITY SERVICES GROUP,FORD,E350,2011,CARNEGIE CC (401 MAIN),7615,NULL,124.6227784,19.60943
B0470,"VAN, PASSENGER, 10+ PASSENGER",light duty,Community Services Group,COMMUNITY SERVICES GROUP NON-MARKET HOUSING,FORD,E350,2012,E.SALLER CENTRE(320 ALEXENDER),3245,NULL,21.84305573,13.96139
B0491,"VAN, MINI, 7 PASSENGER",light duty,Engineering Services,ENGINEERING EQUIPMENT CAR SHARE,FORD,WINDSTAR,2002,400 BLOCK W. 10TH (CITY HALL),7986,NULL,120.096112,55.20304
B1003,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2003,MANITOBA YD. (250 W. 70TH),7355,NULL,161.8597221,27.7411
B1007,"TRUCK, PICKUP, LIGHT, FOUR WHEEL DRIVE",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,FORD,F150,2000,MANITOBA YD. (250 W. 70TH),4827,NULL,116.0513898,23.60582
B1008,"TRUCK, PICKUP, LIGHT",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,FORD,F150,2003,MANITOBA YD. (250 W. 70TH),13402,NULL,165.1136097,21.00974
B1016,"TRUCK, DUMP, 4-7.5 YARD",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,FREIGHTLINER,FL80,2004,MANITOBA YD. (250 W. 70TH),10838,NULL,77.06555569,51.04834
B1043,"TRUCK, SERVICE, WITH TOOLS, 3 TON",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,GRUMMAN,WP31442,2002,MANITOBA YD. (250 W. 70TH),4807,NULL,132.8925008,22.40443
B1051,"TRUCK, SERVICE, 3 TON",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,DODGE,SPRINTER,2008,MANITOBA YD. (250 W. 70TH),25776,NULL,327.5447216,58.07667
B1052,"TRUCK, SERVICE, WITH TOOLS, 3 TON",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,GRUMMAN,TP31442,2002,MANITOBA YD. (250 W. 70TH),4853,NULL,365.5308299,61.66007
B1053,"TRUCK, SERVICE, WITH TOOLS, 3 TON",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,GRUMMAN,TP31442,2002,NATIONAL YD. (701 NATIONAL),5856,NULL,325.6050014,41.32917
B1054,"TRUCK, SERVICE, WITH TOOLS, 3 TON",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,GRUMMAN,TP31442,2002,MANITOBA YD. (250 W. 70TH),5612,NULL,278.0497199,33.71222
B1055,"VAN, 1.5TON, CUBE BODY",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,FORD,E450,2003,MANITOBA YD. (250 W. 70TH),4850,NULL,N/A,N/A
B1064,"TRUCK, DUMP, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,STERLING,LT7501,2003,MANITOBA YD. (250 W. 70TH),13215,NULL,203.5377782,114.54973
B1065,"TRUCK, DUMP, 4-7.5 YARD",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,FREIGHTLINER,FL80,2004,MANITOBA YD. (250 W. 70TH),10432,NULL,63.82083404,40.05642
B1102,"TRUCK, PICKUP, LIGHT",light duty,Engineering Services,ENGINEERING STREETS OPER.,FORD,F150,2011,NATIONAL YD. (701 NATIONAL),6567,NULL,29.43861127,9.36583
B1113,"TRUCK, PICKUP, LIGHT",light duty,Engineering Services,ENGINEERING KENT CONSTRUCTION S & S,FORD,F150,2000,KENT YARD (900 E. KENT),2627,NULL,231.8380544,10.86694
B1136,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2003,NATIONAL YD. (701 NATIONAL),5862,NULL,265.6913914,21.61335
B1137,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2003,NATIONAL YD. (701 NATIONAL),4925,NULL,251.5680518,83.23946
B1146,"TRUCK, PICKUP, COMPACT",light duty,Engineering Services,ENGINEERING STREETS OPER.,TOYOTA,TACOMA,2013,MANITOBA YD. (250 W. 70TH),4925,NULL,36.96472263,8.15861
B1163,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F750,2000,NATIONAL YD. (701 NATIONAL),8538,NULL,305.347224,46.7475
B1260,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2002,NATIONAL YD. (701 NATIONAL),4849,NULL,172.3894445,40.8575
B1261,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F350,2000,NATIONAL YD. (701 NATIONAL),3368,NULL,125.9872255,12.28083
B1262,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F350,2000,NATIONAL YD. (701 NATIONAL),7475,NULL,51.83666694,26.16278
B1263,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F350,2000,NATIONAL YD. (701 NATIONAL),4257,NULL,150.5288862,44.01142
B1264,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F350,2000,NATIONAL YD. (701 NATIONAL),5095,NULL,40.61388928,28.16334
B1266,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F350,2002,NATIONAL YD. (701 NATIONAL),6177,NULL,445.7986133,73.12253
B1273,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2002,NATIONAL YD. (701 NATIONAL),6252,NULL,98.49583435,27.75334
B1288,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2002,NATIONAL YD. (701 NATIONAL),4431,NULL,252.0097181,21.87944
B1289,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2002,NATIONAL YD. (701 NATIONAL),5370,NULL,253.5894443,45.78306
B1290,"VAN, 1.5TON, CUBE BODY",light duty,Engineering Services,ENGINEERING STREETS OPER.,FORD,E450,2002,NATIONAL YD. (701 NATIONAL),6838,NULL,81.96083311,26.83196
B1292,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2003,NATIONAL YD. (701 NATIONAL),3447,NULL,115.7633344,41.33529
B1293,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F550,2004,NATIONAL YD. (701 NATIONAL),4501,NULL,57.32944453,15.10445
B1295,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2004,NATIONAL YD. (701 NATIONAL),4968,NULL,83.27055727,19.415
B1299,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2003,NATIONAL YD. (701 NATIONAL),4616,NULL,18.04250002,15.90307
B1309,"TRUCK, PICKUP, LIGHT",light duty,Engineering Services,ENGINEERING SEWERS OPER.,FORD,F150,1997,MANITOBA YD. (250 W. 70TH),7638,NULL,155.1480557,38.83001
B1310,"VAN, PANEL, HEAVY",light duty,Engineering Services,ENGINEERING SEWERS OPER.,FORD,E250,2006,MANITOBA YD. (250 W. 70TH),17361,NULL,150.6149981,41.53696
