,Equipment Number,Equipment Class,Equipment Category,Service Group,Department,Make,Model,Year,Site,Mileage2024 (km),HourMeter2024 (hours),DowntimeHours2024 (hours),LaborHours2024 (hours),PrimaryMetric,Age,CO2(g/km),Total CO2 Emission (g),CO2(g/hour),Priority Score,Priority rank,Prioritized
94,B0275,"AUTO, PASSENGER, COMPACT, HYBRID ELEC",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,TOYOTA,PRIUS,2003,NATIONAL YD. (701 NATIONAL),1436.0,,24.45999908,1.95417,mileage,22,245.44223097667367,352455.0436825034,,0.3936654956176721,398.0,0
95,B0402,"AUTO, PASSENGER, COMPACT",light duty,Community Services Group,LICENSES AND INSPECTIONS CITY HALL,FORD,FOCUS,2003,CAMBIE ST PARKADE,2141.0,,32.56388885,4.36361,mileage,22,272.7826313892652,584027.6138044167,,0.6119247417524054,324.0,0
96,B0404,"VAN, PANEL, HEAVY",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS COLLECTIONS,FORD,E150,2007,NATIONAL YD. (701 NATIONAL),8757.0,,72.07277751,20.81808,mileage,18,272.7826313892652,2388757.5030757952,,0.6431946421144744,177.0,0
97,B0405,"AUTO, PASSENGER, MICRO COMPACT",light duty,Engineering Services,ENGINEERING STREETS OPER.,SMART,FORTWO COUPE,2005,MANITOBA YD. (250 W. 70TH),8531.0,,40.74249983,11.98917,mileage,20,272.7826313892652,2327108.6283818213,,0.6245233861412307,256.0,0
98,B0448,"AUTO, PASSENGER, COMPACT",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,FORD,FOCUS,2006,PARKING ENFORCE.(1125 HOWE ST),1373.0,,66.06305504,10.66027,mileage,19,272.7826313892652,374530.5528974611,,0.6273249832403582,238.0,0
99,B0469,"VAN, PASSENGER, 10+ PASSENGER",light duty,Community Services Group,COMMUNITY SERVICES GROUP,FORD,E350,2011,CARNEGIE CC (401 MAIN),7615.0,,124.6227784,19.60943,mileage,14,249.91611468055228,1903111.2132924057,,0.47290614320339475,377.0,0
100,B0470,"VAN, PASSENGER, 10+ PASSENGER",light duty,Community Services Group,COMMUNITY SERVICES GROUP NON-MARKET HOUSING,FORD,E350,2012,E.SALLER CENTRE(320 ALEXENDER),3245.0,,21.84305573,13.96139,mileage,13,238.8556799681857,775086.6814967627,,0.35923509770845774,408.0,0
101,B0491,"VAN, MINI, 7 PASSENGER",light duty,Engineering Services,ENGINEERING EQUIPMENT CAR SHARE,FORD,WINDSTAR,2002,400 BLOCK W. 10TH (CITY HALL),7986.0,,120.096112,55.20304,mileage,23,272.7826313892652,2178442.094274672,,0.7020863294483816,39.0,1
102,B1007,"TRUCK, PICKUP, LIGHT, FOUR WHEEL DRIVE",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,FORD,F150,2000,MANITOBA YD. (250 W. 70TH),4827.0,,116.0513898,23.60582,mileage,25,272.7826313892652,1316721.761715983,,0.6554587005345052,140.0,0
103,B1008,"TRUCK, PICKUP, LIGHT",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,FORD,F150,2003,MANITOBA YD. (250 W. 70TH),13402.0,,165.1136097,21.00974,mileage,22,272.7826313892652,3655832.825878932,,0.6608565004442756,122.0,0
104,B1102,"TRUCK, PICKUP, LIGHT",light duty,Engineering Services,ENGINEERING STREETS OPER.,FORD,F150,2011,NATIONAL YD. (701 NATIONAL),6567.0,,29.43861127,9.36583,mileage,14,249.91611468055228,1641199.1251071868,,0.4402507151135103,389.0,0
105,B1113,"TRUCK, PICKUP, LIGHT",light duty,Engineering Services,ENGINEERING KENT CONSTRUCTION S & S,FORD,F150,2000,KENT YARD (900 E. KENT),2627.0,,231.8380544,10.86694,mileage,25,272.7826313892652,716599.9726595996,,0.6585981772392648,127.0,0
106,B1146,"TRUCK, PICKUP, COMPACT",light duty,Engineering Services,ENGINEERING STREETS OPER.,TOYOTA,TACOMA,2013,MANITOBA YD. (250 W. 70TH),4925.0,,36.96472263,8.15861,mileage,12,201.69759031652728,993360.6323088967,,0.06381380751529962,488.0,0
107,B1290,"VAN, 1.5TON, CUBE BODY",light duty,Engineering Services,ENGINEERING STREETS OPER.,FORD,E450,2002,NATIONAL YD. (701 NATIONAL),6838.0,,81.96083311,26.83196,mileage,23,272.7826313892652,1865287.6334397956,,0.6537728867748654,147.0,0
108,B1615,"VAN, PANEL, LIGHT",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS COLLECTIONS,FORD,E150,2009,NATIONAL YD. (701 NATIONAL),7742.0,,47.08888951,10.49943,mileage,16,272.7826313892652,2111883.1322156917,,0.6235463753155499,261.0,0
109,B1616,"VAN, PANEL, LIGHT",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS COLLECTIONS,FORD,E150,2006,NATIONAL YD. (701 NATIONAL),6584.0,,74.71472287,19.7464,mileage,19,272.7826313892652,1796000.845066922,,0.6421324256412474,186.0,0
110,B1619,"VAN, PANEL, LIGHT",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS COLLECTIONS,FORD,E150,2003,NATIONAL YD. (701 NATIONAL),8178.0,,147.5241683,56.61116,mileage,22,272.7826313892652,2230816.3595014107,,0.7092552144539641,33.0,1
111,B1634,"VAN, PANEL, HEAVY",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS MAINTENANCE,FORD,E250,2006,NATIONAL YD. (701 NATIONAL),22576.0,,276.0419457,52.41359,mileage,19,272.7826313892652,6158340.686244051,,0.7271733773188189,20.0,1
112,B1670,"VAN, MINI, CARGO",light duty,Engineering Services,ENGINEERING STREETS ADMIN,FORD,FREESTAR,2007,CROSSROADS (507 W. BROADWAY),12689.0,,23.32694429,8.72445,mileage,18,272.7826313892652,3461338.809698386,,0.616529864492559,301.0,0
113,B1737,"VAN, AERIAL, 34 FT BOOM",light duty,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FORD,E350,2003,NATIONAL YD. (701 NATIONAL),3731.0,,159.7283328,36.59221,mileage,22,272.7826313892652,1017751.9977133484,,0.6824724970110272,69.0,1
114,B1738,"VAN, AERIAL, 34 FT BOOM",light duty,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FORD,E350,2003,NATIONAL YD. (701 NATIONAL),4038.0,,165.4699997,55.77334,mileage,22,272.7826313892652,1101496.2655498527,,0.711391864593612,32.0,1
115,B1741,"VAN, PANEL, LIGHT",light duty,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FORD,E150,2002,NATIONAL YD. (701 NATIONAL),2240.0,,32.02249992,16.11861,mileage,23,272.7826313892652,611033.094311954,,0.6288891543121533,231.0,0
116,B1748,"VAN, MINI, 7 PASSENGER",light duty,Engineering Services,ENGINEERING STREETS OPER.,FORD,WINDSTAR,2000,NATIONAL YD. (701 NATIONAL),3654.0,,130.9408336,51.24586,mileage,25,272.7826313892652,996747.735096375,,0.698367623171419,44.0,1
117,B1752,"VAN, 1.5TON, CUBE BODY",light duty,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FORD,E450,2001,NATIONAL YD. (701 NATIONAL),6576.0,,57.29444456,19.73168,mileage,24,272.7826313892652,1793818.5840158078,,0.6388562764526371,196.0,0
118,B1755,"VAN, PANEL, LIGHT",light duty,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FORD,E150,2002,NATIONAL YD. (701 NATIONAL),5331.0,,46.74750078,6.07305,mileage,23,272.7826313892652,1454204.2079361728,,0.6170565018477804,295.0,0
119,B1756,"AUTO, PASSENGER, COMPACT WAGON",light duty,Engineering Services,ENGINEERING EQUIPMENT CAR SHARE,FORD,FOCUS,2005,400 BLOCK W. 10TH (CITY HALL),7986.0,,116.2719455,41.97445,mileage,20,272.7826313892652,2178442.094274672,,0.6821669481242335,70.0,1
120,B1795,"VAN, PANEL, COMPACT",light duty,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FORD,WINDSTAR,2002,NATIONAL YD. (701 NATIONAL),1014.0,,44.4758321,6.63749,mileage,23,272.7826313892652,276601.5882287149,,0.6174515040877209,294.0,0
121,B1909,"TRUCK, PICKUP, LIGHT",light duty,Engineering Services,ENGINEERING SEWERS & DRAINAGE DESIGN,FORD,F150,2003,CITY VEH. PRKG. E. WING (10TH),4107.0,,12.98638868,10.31945,mileage,22,272.7826313892652,1120318.2671157122,,0.6169134246294016,296.0,0
122,B1910,"VAN, PANEL, HEAVY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E250,2004,VIP PARKING E. WING (YUKON),5511.0,,178.145,6.70306,mileage,21,272.7826313892652,1503305.0815862406,,0.6425212470084402,183.0,0
123,B1911,"VAN, PANEL, LIGHT",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E150,2004,CITY VEH. PRKG. E. WING (10TH),4643.0,,54.80805528,19.0636,mileage,21,272.7826313892652,1266529.7575403582,,0.6374218241584795,207.0,0
124,B1913,"VAN, PANEL, HEAVY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E250,2003,VIP PARKING E. WING (YUKON),5299.0,,64.57277799,17.45527,mileage,22,272.7826313892652,1445475.1637317163,,0.636911324147565,209.0,0
125,B1914,"VAN, PANEL, HEAVY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E250,2003,EVANS YARD (955 EVANS AVE.),2688.0,,25.6280551,5.60279,mileage,22,272.7826313892652,733239.7131743449,,0.61242786604404,323.0,0
126,B1919,"VAN, PANEL, HEAVY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E250,2000,CAMBIE ST.STATION(2120 CAMBIE),2608.0,,92.58416569,19.57693,mileage,25,272.7826313892652,711417.1026632036,,0.6452250944150866,172.0,0
127,B1927,"VAN, PANEL, LIGHT",light duty,City Manager's Office,CIVIC THEATRES,FORD,E150,2004,QUEEN ELIZABETH THEATRE,2713.0,,60.55388832,8.06724,mileage,21,272.7826313892652,740059.2789590765,,0.6225311736079956,269.0,0
128,B1929,"VAN, MINI, 7 PASSENGER",light duty,Engineering Services,ENGINEERING EQUIPMENT CAR SHARE,FORD,WINDSTAR,2002,RICHARDS (814 RICHARDS),5048.0,,41.00777721,17.80027,mileage,23,272.7826313892652,1377006.7232530108,,0.6330093350345274,216.0,0
129,B1973,"VAN, MINI, 7 PASSENGER",light duty,Engineering Services,ENGINEERING EQS LOANER POOL,FORD,WINDSTAR,2002,NATIONAL YD. (701 NATIONAL),8709.0,,49.9547224,15.41168,mileage,23,272.7826313892652,2375663.9367691106,,0.6312132840514096,225.0,0
130,B1995,"VAN, PANEL, LIGHT",light duty,Engineering Services,ENGINEERING SEWERS & DRAINAGE DESIGN,FORD,E150,2000,CITY VEH. PRKG. E. WING (10TH),5883.0,,15.53805542,8.83806,mileage,25,272.7826313892652,1604780.220463047,,0.6152395356482377,303.0,0
131,B5339,"VAN, MINI, CARGO",light duty,Community Services Group,VANCOUVER ANIMAL CONTROL,FORD,TRANSIT CONNECT,2010,POUND (1280 RAYMUR),11143.0,,103.9974991,28.67584,mileage,15,260.97654939291886,2908061.689885295,,0.5684830695103272,355.0,0
132,B5374,"VAN, PANEL, COMPACT",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,TRANSIT CONNECT,2012,EVANS YARD (955 EVANS AVE.),8108.0,,12.44527769,2.98139,mileage,13,238.8556799681857,1936641.8531820497,,0.3415387881531425,421.0,0
133,B5406,"TRUCK, PICKUP, COMPACT",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,RANGER,2011,EVANS YARD (955 EVANS AVE.),40661.0,,59.92416668,27.93529,mileage,14,249.91611468055228,10161839.139025936,,0.47290518975586326,378.0,0
134,B5456,"TRUCK, PICKUP, COMPACT",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,RANGER,2011,EVANS YARD (955 EVANS AVE.),13409.0,,48.96305424,6.67167,mileage,14,249.91611468055228,3351125.181751525,,0.4399873306449798,390.0,0
135,B5463,"VAN, PANEL, HEAVY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E350,2010,EVANS YARD (955 EVANS AVE.),2359.0,,4.715833664,2.02611,mileage,15,260.97654939291886,615643.6800178955,,0.5112441316357962,371.0,0
136,B5502,"TRUCK, PICKUP, LIGHT",light duty,Parks & Recreation,PARK BOARD STANLEY DISTRICT,GM,<UNDER STUDY>,2011,SUNSET NURSERY (290 E. 51ST),12497.0,,5.303611279,2.11833,mileage,14,248.79764375458265,3109224.154001019,,0.41649591097971544,396.0,0
137,B7521,"TRUCK, PICKUP, COMPACT",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,TOYOTA,TACOMA,2013,EVANS YARD (955 EVANS AVE.),10877.0,,6.874722004,3.09555,mileage,12,201.69759031652728,2193864.6898728674,,0.05084143386258125,505.0,0
138,B7522,"TRUCK, PICKUP, COMPACT",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,RANGER,2011,EVANS YARD (955 EVANS AVE.),9934.0,,14.84722245,6.71945,mileage,14,249.91611468055228,2482666.6832366064,,0.43368254452218347,395.0,0
139,B7525,"AUTO, PASSENGER, SUB-COMPACT, ELEC",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,MITSUBISHI,I MIEV,2012,EVANS YARD (955 EVANS AVE.),9986.0,,25.16944402,0.57944,mileage,13,224.4398324779102,2241256.167124411,,0.22798965352685963,454.0,0
140,B7528,"AUTO, PASSENGER, SUB-COMPACT, ELEC",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,MITSUBISHI,I MIEV,2013,EVANS YARD (955 EVANS AVE.),6793.0,,34.06833363,0.305,mileage,12,206.1714740204059,1400522.8230206172,,0.0867660013043807,473.0,0
141,B7532,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F250,2012,EVANS YARD (955 EVANS AVE.),7362.0,230.0,142.5499986,8.92861,mileage,13,238.8556799681857,1758455.5159257832,,0.37448136233516266,404.0,0
142,B7551,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F250,2003,EVANS YARD (955 EVANS AVE.),11274.0,,218.968056,22.19666,mileage,22,272.7826313892652,3075351.386282576,,0.6726417215230588,89.0,0
143,B7552,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F250,2003,EVANS YARD (955 EVANS AVE.),10063.0,,35.98888886,15.40527,mileage,22,272.7826313892652,2745011.6196701755,,0.6285946224468126,233.0,0
144,B7553,"TRUCK, PICKUP, HEAVY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,F250,2003,EVANS YARD (955 EVANS AVE.),13702.0,,140.7347248,26.56862,mileage,22,272.7826313892652,3737667.615295712,,0.664371804768223,110.0,0
145,B7554,"TRUCK, PICKUP, LIGHT",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F150,2003,EVANS YARD (955 EVANS AVE.),8754.0,,81.40500093,7.32918,mileage,22,272.7826313892652,2387939.1551816277,,0.6253554708543022,252.0,0
146,B7570,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F250,2012,EVANS YARD (955 EVANS AVE.),8944.0,580.0,312.1880512,16.00831,mileage,13,238.8556799681857,2136325.201635453,,0.4164543872519924,397.0,0
147,B7619,"VAN, PANEL, LIGHT",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,E150,2004,VANCITY BUILDING (515 W. 10th),2545.0,,66.08972263,11.15444,mileage,21,272.7826313892652,694231.7968856799,,0.6280473873126194,236.0,0
148,B7623,"VAN, PANEL, HEAVY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E250,2003,EVANS YARD (955 EVANS AVE.),3743.0,,182.4588895,26.51613,mileage,22,272.7826313892652,1021025.3892900196,,0.6720912827578228,90.0,0
149,B7624,"VAN, PANEL, HEAVY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E250,2003,EVANS YARD (955 EVANS AVE.),2787.0,,29.66638899,14.62223,mileage,22,272.7826313892652,760245.1936818821,,0.6262765413415784,244.0,0
150,B7626,"VAN, PANEL, HEAVY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E250,2003,EVANS YARD (955 EVANS AVE.),5220.0,,83.14722109,16.77166,mileage,22,272.7826313892652,1423925.3358519643,,0.6393893007341889,194.0,0
151,B7635,"VAN, PANEL, HEAVY",light duty,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,E350,2002,EVANS YARD (955 EVANS AVE.),9974.0,,41.59694386,13.69053,mileage,23,272.7826313892652,2720733.965476531,,0.6271530138446891,240.0,0
152,B7642,"VAN, 1TON, CUBE BODY",light duty,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,E350,2000,EVANS YARD (955 EVANS AVE.),4822.0,,52.52138948,11.62807,mileage,25,272.7826313892652,1315357.8485590369,,0.6261999021137213,246.0,0
153,C0120,"AUTO, PASSENGER, COMPACT",light duty,Engineering Services,ENGINEERING SOLID WASTE MNGMNT,FORD,FOCUS,2002,CROSSROADS (507 W. BROADWAY),4967.0,,48.37833405,13.63918,mileage,23,272.7826313892652,1354911.3301104803,,0.6283454903659232,235.0,0
154,C0127,"AUTO, PASSENGER, MICRO COMPACT",light duty,Engineering Services,ENGINEERING WATERWORKS DESIGN,SMART,FORTWO COUPE,2005,CROSSROADS (507 W. BROADWAY),1802.0,,25.15888834,4.75555,mileage,20,272.7826313892652,491554.3017634559,,0.6111102093892707,330.0,0
155,C0145,"AUTO, PASSENGER, COMPACT",light duty,Engineering Services,ENGINEERING PROJECTS,FORD,FOCUS,2002,CROSSROADS (507 W. BROADWAY),4547.0,,62.82472277,14.75915,mileage,23,272.7826313892652,1240342.6249269887,,0.6326705720003127,217.0,0
156,C0146,"TRUCK, PICKUP, COMPACT",light duty,Engineering Services,ENGINEERING KENT CONSTRUCTION S & S,FORD,RANGER,2006,KENT YARD (900 E. KENT),8308.0,,135.3199986,15.34055,mileage,19,272.7826313892652,2266278.1015820154,,0.6470595419843495,167.0,0
157,C0151,"AUTO, PASSENGER, COMPACT, HYBRID ELEC",light duty,Engineering Services,ENGINEERING EQUIPMENT CAR SHARE,TOYOTA,PRIUS,2003,400 BLOCK W. 10TH (CITY HALL),15504.0,,110.7908335,28.1889,mileage,22,245.44223097667367,3805336.3490623487,,0.44788223446274267,382.0,0
158,C0175,"AUTO, PASSENGER, COMPACT",light duty,Engineering Services,ENGINEERING SEWERS & DRAINAGE DESIGN,FORD,FOCUS,2003,CROSSROADS (507 W. BROADWAY),3519.0,,205.2291663,24.52527,mileage,22,272.7826313892652,959922.0798588244,,0.6734553754487458,84.0,0
159,C0185,"AUTO, PASSENGER, COMPACT WAGON",light duty,Engineering Services,ENGINEERING STREETS STRUCTURES,FORD,FOCUS,2004,CROSSROADS (507 W. BROADWAY),685.0,,124.9338913,8.75221,mileage,21,272.7826313892652,186856.10250164664,,0.6355542578678715,210.0,0
160,C0205,"AUTO, PASSENGER, SUB-COMPACT, ELEC",light duty,Engineering Services,ENGINEERING WATERWORKS OPER.,MITSUBISHI,I MIEV,2012,MANITOBA YD. (250 W. 70TH),0.0,,20.16250026,0.41917,mileage,13,224.4398324779102,0.0,,0.22682148824046264,456.0,0
161,C0207,"AUTO, PASSENGER, SUB-COMPACT",light duty,Engineering Services,ENGINEERING EQS LOANER POOL,FORD,FIESTA,2012,NATIONAL YD. (701 NATIONAL),5810.0,,33.85361117,6.55833,mileage,13,238.8556799681857,1387751.500615159,,0.3507315864028164,416.0,0
162,C0224,"AUTO, PASSENGER, COMPACT WAGON",light duty,Human Resource Services,HR EMERGENCY MANAGEMENT,FORD,FOCUS,2004,E-COMM (3301 E PENDER),3474.0,,26.1047219,11.63529,mileage,21,272.7826313892652,947646.8614463072,,0.6212747326634609,275.0,0
163,C0248,"AUTO, PASSENGER, COMPACT",light duty,Engineering Services,ENGINEERING PROJECTS,FORD,FOCUS,2003,CAMBIE ST PARKADE,2274.0,,42.21277714,9.94724,mileage,22,272.7826313892652,620307.703779189,,0.6218336763907819,273.0,0
164,C0251,"AUTO, PASSENGER, COMPACT",light duty,Engineering Services,ENGINEERING WATERWORKS DESIGN,FORD,FOCUS,2003,VANCITY BUILDING (515 W. 10th),1862.0,,20.8297224,4.06056,mileage,22,272.7826313892652,507921.2596468118,,0.60929238826984,337.0,0
165,C0253,"AUTO, PASSENGER, COMPACT",light duty,Engineering Services,ENGINEERING ELECTRICAL DESIGN,FORD,FOCUS,2003,NATIONAL YD. (701 NATIONAL),21612.0,,85.45944476,17.17334,mileage,22,272.7826313892652,5895378.229584799,,0.640404460461404,191.0,0
166,C0260,"AUTO, PASSENGER, COMPACT",light duty,Engineering Services,ENGINEERING EQS LOANER POOL,FORD,FOCUS,2005,MANITOBA YD. (250 W. 70TH),2982.0,,184.8175006,31.0425,mileage,20,272.7826313892652,813437.8068027887,,0.6791032136347697,73.0,1
167,C0266,"AUTO, PASSENGER, COMPACT WAGON",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,FORD,FOCUS,2004,PARKING ENFORCE.(1125 HOWE ST),12529.0,,362.3858306,12.68418,mileage,21,272.7826313892652,3417693.5886761034,,0.6856277471608304,63.0,1
168,C0268,"AUTO, PASSENGER, COMPACT WAGON",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,FORD,FOCUS,2004,PARKING ENFORCE.(1125 HOWE ST),9887.0,,400.5863875,40.66636,mileage,21,272.7826313892652,2697001.876545665,,0.7333887926466647,18.0,1
169,C0270,"AUTO, PASSENGER, SUB-COMPACT, HYBRID ELEC",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,TOYOTA,PRIUS C,2013,PARKING ENFORCE.(1125 HOWE ST),12093.0,,19.77916694,5.13805,mileage,12,201.69759031652728,2439128.9596977644,,0.05621772303975882,501.0,0
170,C0271,"AUTO, PASSENGER, SUB-COMPACT, HYBRID ELEC",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,TOYOTA,PRIUS C,2013,PARKING ENFORCE.(1125 HOWE ST),16329.0,,292.8922234,15.67835,mileage,12,201.69759031652728,3293519.952278574,,0.122547862935171,468.0,0
171,C0272,"AUTO, PASSENGER, SUB-COMPACT, HYBRID ELEC",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,TOYOTA,PRIUS C,2013,PARKING ENFORCE.(1125 HOWE ST),15920.0,,620.6127785,28.44747,mileage,12,201.69759031652728,3211025.6378391143,,0.20231652301676178,459.0,0
172,C0277,"AUTO, PASSENGER, COMPACT",light duty,Engineering Services,ENGINEERING SEWERS & DRAINAGE DESIGN,FORD,FOCUS,2005,CROSSROADS (507 W. BROADWAY),25030.0,,71.11444545,12.15862,mileage,20,272.7826313892652,6827749.263673307,,0.6304440382447084,229.0,0
173,C0279,"AUTO, PASSENGER, COMPACT WAGON",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,FORD,FOCUS,2002,PARKING ENFORCE.(1125 HOWE ST),2823.0,,24.36749983,10.26557,mileage,23,272.7826313892652,770065.3684118956,,0.6189616332553001,286.0,0
174,C0283,"AUTO, PASSENGER, COMPACT WAGON",light duty,Engineering Services,ENGINEERING PARKING OPERATIONS ENFORCEMENT,FORD,FOCUS,2004,PARKING ENFORCE.(1125 HOWE ST),13239.0,,165.2199988,18.49444,mileage,21,272.7826313892652,3611369.256962482,,0.6572247391229407,135.0,0
175,C0441,"AUTO, PASSENGER, EXECUTIVE",light duty,City Manager's Office,CITY MANAGERS OFFICE,VOLKSWAGEN,GOLF WAGON TDI,2013,CITY VEH. PRKG. E. WING (10TH),25945.0,,201.3219442,26.20585,mileage,12,205.05300309443624,5320100.165285148,,0.14689376718234548,464.0,0
176,C0455,"AUTO, PASSENGER, COMPACT",light duty,Engineering Services,ENGINEERING STREETS OPER.,FORD,FOCUS,2002,NATIONAL YD. (701 NATIONAL),8126.0,,49.82305408,11.78501,mileage,23,272.7826313892652,2216631.662669169,,0.625923590002228,249.0,0
177,C0472,"VAN, PANEL, LIGHT",light duty,Vancouver Public Library,LIBRARY,FORD,E150,2009,VPL CENTRAL (350 W GEORGIA),10441.0,,2.160277843,0.99944,mileage,16,272.7826313892652,2848123.454335318,,0.6013601723649096,351.0,0
178,C0478,"VAN, 1TON, CUBE BODY",light duty,Vancouver Public Library,LIBRARY,FORD,E450,2002,VPL CENTRAL (350 W GEORGIA),13577.0,,190.5230554,48.15587,mileage,23,272.7826313892652,3703569.786372053,,0.7050139206520012,36.0,1
179,C0479,"VAN, PANEL, LIGHT",light duty,Vancouver Public Library,LIBRARY,FORD,E150,2013,VPL CENTRAL (350 W GEORGIA),14808.0,,28.40277778,6.31111,mileage,12,227.7952452558192,3373191.9917481705,,0.26308607949272633,441.0,0
